Start Date	2014.01.01															
End Date	2019.01.01															
																
	SPX Index	AMZN US Equity	GOOGL US Equity	FB US Equity	MSFT US Equity	JNJ US Equity	PFE US Equity	XOM US Equity	JPM US Equity	BRK/A US Equity	BA US Equity	HD US Equity	WMT US Equity	WFC US Equity	VZ US Equity	PEP US Equity
	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price	Last Price
Dates	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST	PX_LAST
2016.09.14	2125,77	761,09	790,46	127,77	56,26	117,86	33,94	84,6	66,4	218609,98	127,67	126,26	71,52	46,52	51,49	105,05
2016.09.15	2147,26	769,69	801,23	128,35	57,19	118,63	34,14	85,08	66,64	220339	127,77	126,96	72,4	46,15	51,98	105,48
2016.09.16	2139,16	778,52	797,97	129,07	57,25	118,25	33,94	84,03	65,82	218400	126,7	126,11	72,87	45,43	51,88	105,28
2016.09.19	2139,12	775,1	795,39	128,65	56,93	117,66	33,65	83,83	66,19	218000	127,48	126,29	72,09	46,01	51,2	105,67
2016.09.20	2139,76	780,22	799,78	128,64	56,81	117,95	33,81	82,54	66,46	217870	127,79	126,83	71,97	46,56	51,27	106,3
2016.09.21	2163,12	789,74	805,03	129,94	57,76	118,91	34,28	83,3	66,84	219440	130,56	128,11	72,19	45,83	51,87	107,13
2016.09.22	2177,18	804,7	815,95	130,08	57,82	119,46	34,15	83,54	67,39	219999,91	131,87	128,75	72,27	45,72	52,35	107,82
2016.09.23	2164,69	805,75	814,96	127,96	57,43	118,81	34,26	83,45	67,25	217750	131,78	127,79	72,35	45,74	52,56	107,34
2016.09.26	2146,1	799,16	802,65	127,31	56,9	117,78	33,64	83,06	65,78	216160	130,57	125,45	71,62	44,88	52,15	107,03
2016.09.27	2159,93	816,11	810,73	128,69	57,95	119,22	33,83	83,24	66,36	217960	131,32	126,82	72,33	45,09	52,49	107,49
2016.09.28	2171,37	828,72	810,06	129,23	58,03	119,39	33,99	86,9	66,71	217695	132,23	128,27	71,79	45,31	52,06	107,38
2016.09.29	2151,13	829,05	802,64	128,09	57,4	117,27	33,32	86,46	65,65	215300	131,03	127,93	70,73	44,37	52,12	107,76
2016.09.30	2168,27	837,31	804,06	128,27	57,6	118,13	33,87	87,28	66,59	216220	131,74	128,68	72,12	44,28	51,98	108,77
2016.10.03	2161,2	836,74	800,38	128,77	57,42	118,81	33,68	87,05	66,51	215700	132,38	128,5	72,01	43,83	51,88	108,25
2016.10.04	2150,49	834,03	802,79	128,19	57,24	118,82	33,72	86,25	66,6	214519,73	132,25	128,2	71,75	43,75	51,26	107,1
2016.10.05	2159,73	844,36	801,23	128,47	57,64	119,18	33,9	87	67,69	216300	134,66	127,58	71,67	44,99	50,27	106,01
2016.10.06	2160,77	841,66	803,08	128,74	57,74	118,75	33,65	87,04	67,87	215860	134,42	130,19	69,36	45,18	50,26	106,4
2016.10.07	2153,74	839,43	800,71	128,99	57,8	119,24	33,56	86,74	68,11	216640	133,85	128,31	68,7	45,33	49,92	105,99
2016.10.10	2163,66	841,71	814,17	130,24	58,04	119,8	33,61	88,44	68,64	217730	135,84	127,25	67,98	45,65	50,19	106,22
2016.10.11	2136,73	831	809,57	128,88	57,19	117,64	33,13	87,74	68,31	215920	133,74	125,85	67,39	45,45	49,9	105,57
2016.10.12	2139,18	834,09	811,77	129,05	57,11	117,97	33,07	87,13	68,13	217230	133,16	126,69	67,46	45,32	50,3	106,08
2016.10.13	2132,55	829,28	804,08	127,82	56,92	118,26	32,76	86,56	67,74	214660	133,38	126,29	68,23	44,75	50,29	105,92
2016.10.14	2132,98	822,96	804,6	127,88	57,42	117,56	32,66	86,54	67,52	216370	133,5	126,42	68,45	44,71	50,28	106,83
2016.10.17	2126,5	812,95	806,84	127,54	57,22	118,49	32,5	86,54	67,17	216225	134	125,14	68,22	44,5	50,43	106,85
2016.10.18	2139,6	817,65	821,49	128,57	57,66	115,41	32,69	86,77	67,7	216300	135,1	125,74	68,87	44,95	50,27	106,95
2016.10.19	2144,29	817,69	827,09	130,11	57,53	114,59	32,6	87,17	68,35	217350	136,18	125,89	68,89	45,26	50,38	106,26
2016.10.20	2141,34	810,32	821,63	130	57,25	114,87	32,54	87,21	68,26	216975	135,84	126,25	68,73	44,93	49,14	105,87
2016.10.21	2141,16	818,99	824,06	132,07	59,66	113,44	32,18	86,62	68,49	215600	135,63	126,6	68,34	45,09	48,2	105,62
2016.10.24	2151,33	838,09	835,74	133,28	61	113,61	32,13	86,91	68,87	215500	137,45	127,78	69,19	45,52	48,21	107,31
2016.10.25	2143,16	835,18	828,55	132,29	60,99	113,96	32,28	86,72	68,8	215249,95	139,02	123,34	69,36	45,72	47,84	107,23
2016.10.26	2139,43	822,59	822,1	131,04	60,63	114,56	32,4	87,09	69,13	215840	145,54	122,71	69,59	46,15	47,63	107,07
2016.10.27	2133,04	818,36	817,35	129,69	60,1	115,7	32,48	86,92	69,23	216820	143,31	122,26	69,83	46,41	48,54	106,63
2016.10.28	2126,41	776,32	819,56	131,29	59,87	115,33	31,93	84,78	69,11	216200	143,01	123,58	69,99	46,23	48,21	107,07
2016.10.31	2126,15	789,82	809,9	130,99	59,92	115,99	31,71	83,32	69,26	215700	142,43	122,01	70,02	46,01	48,1	107,2
2016.11.01	2111,72	785,41	805,48	129,5	59,8	115,34	31,07	83,65	68,97	215370	142,41	119,89	69,3	45,99	47,66	106,71
2016.11.02	2097,94	765,56	788,42	127,17	59,43	114,86	30,63	83,45	68,68	214900	140,75	120,29	69,45	45,24	46,94	106,71
2016.11.03	2088,66	767,03	782,19	120	59,21	115,03	29,89	83,66	68,38	215001	140,02	120,18	69,63	45,34	46,87	106,63
2016.11.04	2085,18	755,05	781,1	120,75	58,71	115,11	30	83,57	67,76	214545	139,54	120,91	69,16	44,6	47,08	105,81
2016.11.07	2131,52	784,93	802,03	122,15	60,42	116,66	30,38	85,45	69,88	220303	143,03	123,75	69,78	45,4	47,46	106,96
2016.11.08	2139,56	787,75	811,98	124,22	60,47	117,05	30	85,31	70,03	221484,8	142,2	124,25	69,79	45,54	47,65	108,72
2016.11.09	2163,26	771,88	805,59	123,18	60,17	120,31	32,12	86,25	73,25	227134,98	145,09	126,02	71,1	47,99	47,86	107,25
2016.11.10	2167,48	742,38	780,29	120,8	58,7	119,54	33,49	87,05	76,65	233750	147,69	129,03	71,39	51,63	46,69	103,25
2016.11.11	2164,45	739,01	771,75	119,02	59,02	118,47	32,59	85,67	76,69	234860	148,52	129,85	71,23	51,73	46,69	103,19
2016.11.14	2164,2	719,07	753,22	115,08	58,12	116,6	32,38	85,28	79,51	236650	149,99	127,67	70,49	53,22	46,18	101,39
2016.11.15	2180,39	743,24	775,16	117,2	58,87	116,32	32,23	86,82	79,36	236000	148,11	124,4	71,42	52,59	47,37	101,85
2016.11.16	2176,94	746,49	779,98	116,34	59,65	116,36	31,96	85,75	77,4	235470	146,44	125,33	71,39	51,68	47,93	101,71
2016.11.17	2187,12	756,4	786,16	117,79	60,64	116,57	31,73	85,23	78,02	237550	145,33	128,93	69,19	52,49	47,84	101,62
2016.11.18	2181,9	760,16	775,97	117,02	60,35	115,36	31,48	85,28	77,71	236391	146,35	128,33	68,54	52,82	48,07	101,31
2016.11.21	2198,18	780	784,8	121,77	60,86	115	31,57	86,49	78,05	237500	147,02	128,22	69,37	52,12	48,31	102,26
2016.11.22	2202,94	785,33	785	121,47	61,12	112,74	31,33	86,68	78,53	237801	149,52	130,98	70,12	52,22	49,49	102,89
2016.11.23	2204,72	780,12	779	120,84	60,4	113,07	31,42	86,92	78,86	237070	149,74	131,21	70,83	52,16	50,23	101,53
2016.11.24	2204,72	780,12	779	120,84	60,4	113,07	31,42	86,92	78,86	237070	149,74	131,21	70,83	52,16	50,23	101,53
2016.11.25	2213,35	780,37	780,23	120,38	60,53	114,13	31,69	87,12	78,83	237085	150,04	131,57	71,23	52,62	50,67	102,17
2016.11.28	2201,72	766,77	785,79	120,41	60,61	113,13	31,54	86,47	78,32	235400	149,77	130,64	71,19	51,58	51,12	102,79
2016.11.29	2204,66	762,52	789,44	120,87	61,09	112,48	31,92	85,9	78,92	236391	151,64	129,62	71,37	51,86	50,96	102,54
2016.11.30	2198,81	750,57	775,88	118,42	60,26	111,3	32,14	87,3	80,17	237000	150,56	129,4	70,43	52,92	49,9	100,1
2016.12.01	2191,08	743,65	764,33	115,1	59,2	111,38	31,46	87,24	81,79	239821	152,39	129,47	70,67	54,34	49,87	99,03
2016.12.02	2191,95	740,34	764,46	115,4	59,25	111,96	31,63	87,04	81,6	239070	152,25	129,87	70,88	53,58	49,81	100,6
2016.12.05	2204,71	759,36	778,22	117,43	60,22	111,94	31,59	87,48	83,26	240000	152,16	129,68	69,94	54,35	49,75	100,71
2016.12.06	2212,23	764,72	776,18	117,31	59,95	112,06	31,56	87,56	83,69	241836	152,24	128,74	70,36	55,55	50,36	101,55
2016.12.07	2241,35	770,42	791,47	117,95	61,37	111,1	31,19	88,07	84,07	246380,05	154,14	132,46	70,6	57,28	51,38	102,81
2016.12.08	2246,19	767,33	795,17	118,91	61,01	110,99	30,94	88,32	85,12	246120	155,39	132,53	70,34	57,29	51,13	102,15
2016.12.09	2259,53	768,66	809,45	119,68	61,97	112,26	31,7	89	85,49	247190	156,49	133,39	70,08	57,14	51,49	103,57
2016.12.12	2256,96	760,12	807,9	117,77	62,17	115,36	32,4	90,98	84,73	248888,69	157,16	134,58	71,67	55,78	51,76	104,72
2016.12.13	2271,72	774,34	815,34	120,31	62,98	115,89	32,83	92,58	84,76	249711	156,66	136,54	71,8	55,84	52,36	105,63
2016.12.14	2253,28	768,82	817,89	120,21	62,68	114,99	32,82	90,58	84,73	247120	154,47	135,98	71,34	54,7	51,63	104,47
2016.12.15	2262,03	761	815,65	120,57	62,58	115,89	32,75	90,89	86	248271	153,77	135,84	71,08	55,19	51,81	105,3
2016.12.16	2258,07	757,77	809,84	119,87	62,3	115,88	32,84	91,18	84,94	246405	154,5	135,11	70,98	55,34	52,27	105,87
2016.12.19	2262,53	766	812,5	119,24	63,62	116,02	32,83	90,42	85,43	248330	156,18	135,44	71,58	55,22	52,91	105,41
2016.12.20	2270,76	771,22	815,2	119,09	63,54	115,66	32,85	90,43	86,53	249041	156,39	137,11	71,82	56,1	53,12	104,9
2016.12.21	2265,18	770,6	812,2	119,04	63,54	115,31	32,4	90,28	86,75	248631	157,48	136,83	71,24	55,71	52,97	104,7
2016.12.22	2260,96	766,34	809,68	117,4	63,55	115,44	32,34	90,87	86,89	249000	157,46	135,43	69,59	55,75	53,65	105,35
2016.12.23	2263,79	760,59	807,8	117,27	63,24	115,96	32,48	90,71	87,05	248000	157,81	135,05	69,54	55,96	53,68	105,09
2016.12.26	2263,79	760,59	807,8	117,27	63,24	115,96	32,48	90,71	87,05	248000	157,81	135,05	69,54	55,96	53,68	105,09
2016.12.27	2268,88	771,4	809,93	118,01	63,28	115,91	32,53	90,75	87,13	247300	157,48	135,26	69,7	55,95	53,64	105,13
2016.12.28	2249,92	772,13	804,57	116,92	62,99	115,1	32,35	90,3	86,5	245330	156,1	135,07	69,31	55,32	53,44	104,62
2016.12.29	2249,26	765,15	802,88	116,35	62,9	115,49	32,49	90,35	85,89	244500	155,69	135,1	69,26	54,84	53,74	104,99
2016.12.30	2238,83	749,87	792,45	115,05	62,14	115,21	32,48	90,26	86,29	244121	155,68	134,08	69,12	55,11	53,38	104,63
2017.01.02	2238,83	749,87	792,45	115,05	62,14	115,21	32,48	90,26	86,29	244121	155,68	134,08	69,12	55,11	53,38	104,63
2017.01.03	2257,83	753,67	808,01	116,86	62,58	115,84	33	90,89	87,23	245850	156,97	134,31	68,66	56	54,58	104,65
2017.01.04	2270,75	757,18	807,77	118,69	62,3	115,65	33,29	89,89	86,91	246599,98	158,62	135,5	69,06	56,05	54,52	104,85
2017.01.05	2269	780,45	813,02	120,67	62,3	116,86	33,61	88,55	86,11	244851,5	158,71	133,9	69,21	55,18	54,64	104,71
2017.01.06	2276,98	795,99	825,21	123,41	62,84	116,3	33,48	88,5	86,12	245394	159,1	133,53	68,26	55,04	53,26	104,56
2017.01.09	2268,9	796,92	827,18	124,9	62,64	116,28	33,47	87,04	86,18	243111	158,32	134,31	68,71	54,24	52,68	103,46
2017.01.10	2268,9	795,9	826,01	124,35	62,62	116,16	33,44	85,93	86,43	242077	159,07	136,1	68,23	54,62	52,76	101,97
2017.01.11	2275,32	799,02	829,86	126,09	63,19	114,73	32,83	86,81	87,08	243160	159,4	135,7	68,53	54,8	52,46	101,81
2017.01.12	2270,44	813,64	829,53	126,62	62,61	114,62	32,6	86,34	86,24	242849,91	158,29	135,07	67,97	54,5	52,68	101,84
2017.01.13	2274,64	817,14	830,94	128,34	62,7	114,6	32,52	86,35	86,7	242500,05	158,83	135,04	67,13	55,31	52,55	101,55
2017.01.16	2274,64	817,14	830,94	128,34	62,7	114,6	32,52	86,35	86,7	242500,05	158,83	135,04	67,13	55,31	52,55	101,55
2017.01.17	2267,89	809,72	827,46	127,87	62,53	114,87	32,06	87,36	83,55	239166	157,67	135,93	68,42	53,78	52,74	102,19
2017.01.18	2271,89	807,48	829,02	127,92	62,5	114,7	32,03	86,28	83,94	240700	158,32	136,16	68,11	54,27	52,25	102,74
2017.01.19	2263,69	809,04	824,37	127,55	62,3	114,2	31,7	84,73	83,3	239120	159	135,39	67,62	54,58	52,36	102,36
2017.01.20	2271,31	808,33	828,17	127,04	62,74	114,15	31,77	85,89	83,67	240280	159,53	135,6	67,18	55,07	52,72	103,24
2017.01.23	2265,2	817,88	844,43	128,93	62,96	113,91	31,46	84,97	83,71	238100,05	157,84	138,07	66,65	54,25	52,41	104,01
2017.01.24	2280,07	822,44	849,53	129,37	63,52	111,76	31,15	85,09	84,72	240940,05	160,55	138,06	67,4	54,7	50,12	104,71
2017.01.25	2298,37	836,52	858,45	131,48	63,68	112,8	31,29	85,34	86,03	246340	167,36	137,48	66,89	56,62	49,77	104,61
2017.01.26	2296,68	839,15	856,98	132,78	64,27	111,84	31,28	85,6	86,75	247640	169,12	138,46	66,73	57,18	49,12	104,14
2017.01.27	2294,69	835,77	845,03	132,18	65,78	113,38	31,42	85,51	86,93	246999,98	167,7	138,33	65,66	56,59	49,6	103,48
2017.01.30	2280,9	830,38	823,83	130,98	65,13	113,13	31,31	84,86	86,03	246500,02	165,57	138,47	66,42	56,08	49,37	103,69
2017.01.31	2278,87	823,48	820,19	130,32	64,65	113,25	31,73	83,89	84,63	245980,34	163,42	137,58	66,74	56,33	49,01	103,78
2017.02.01	2279,55	832,35	815,24	133,23	63,58	113,23	31,67	82,94	84,95	245430	163,97	137,44	66,23	55,91	48,39	103,01
2017.02.02	2280,85	839,95	818,26	130,84	63,17	113,57	31,73	83,45	84,59	244330	162,26	136,95	66,7	55,75	48,28	104,03
2017.02.03	2297,42	810,2	820,13	130,98	63,68	113,64	32,09	83,54	87,18	245646	162,4	137,98	66,5	57,27	48,58	105,11
2017.02.06	2292,56	807,64	821,62	132,06	63,64	113,4	32,23	83,31	86,77	244825,33	163,98	136,49	66,4	56,55	48,03	104,57
2017.02.07	2293,08	812,5	829,23	131,84	63,43	113,48	32,08	82,77	86,72	244260	166,5	136,65	66,89	56,34	48,04	105,61
2017.02.08	2294,67	819,71	829,88	134,2	63,34	113,4	32,14	81,48	85,96	244151	163,81	137,88	67,81	55,63	48,37	105,69
2017.02.09	2307,87	821,36	830,06	134,14	64,06	114,08	32,38	81,84	87,2	246000	164,28	138,71	69,08	56,73	48,81	105,97
2017.02.10	2316,1	827,46	834,85	134,19	64	115,24	32,35	82,52	87	246000	166,23	139,85	68,02	56,86	48,98	106,1
2017.02.13	2328,25	836,53	838,96	134,05	64,72	115,88	32,61	83	88,15	248340,05	168,03	139,87	67,77	57,08	48,55	106,52
2017.02.14	2337,58	836,39	840,03	133,85	64,57	116,36	32,75	82,82	89,56	250419	168,5	141,36	68,66	57,98	48,27	106,92
2017.02.15	2349,25	842,7	837,32	133,44	64,53	117,2	33,51	83,16	90,59	250990	169,3	142,19	68,69	58,55	48,08	106,73
2017.02.16	2347,22	844,14	842,17	133,84	64,52	118,08	33,62	82,3	90,53	251500	170,81	141,54	68,87	58,12	48,46	108,12
2017.02.17	2351,16	845,07	846,55	133,53	64,62	118,86	33,62	81,76	90,23	252838	172,71	143	69,37	58,09	49,19	108,15
2017.02.20	2351,16	845,07	846,55	133,53	64,62	118,86	33,62	81,76	90,23	252838	172,71	143	69,37	58,09	49,19	108,15
2017.02.21	2365,38	856,44	849,27	133,72	64,49	119,66	33,62	81,89	91,01	253690	175,56	145,02	71,45	58,25	49,43	109,36
2017.02.22	2362,82	855,61	851,36	136,12	64,36	119,52	33,59	80,93	91,06	254151	175,36	145,25	71,71	58,36	49,67	109,41
2017.02.23	2363,81	852,19	851	135,36	64,62	121,7	34,06	81,78	91,13	254900	176,86	144,71	71,31	58,49	50,31	109,54
2017.02.24	2367,34	845,24	847,81	135,44	64,62	122,73	34,26	81,08	90,33	255040	177,44	145,95	72,39	57,81	50,6	109,83
2017.02.27	2369,75	848,64	849,67	136,41	64,23	122,4	34,28	81,54	90,43	255795	179,43	145,3	71,74	58,06	49,94	109,27
2017.02.28	2363,64	845,04	844,93	135,54	63,98	122,21	34,12	81,32	90,62	257100	180,23	144,91	70,93	57,88	49,63	110,38
2017.03.01	2395,96	853,08	856,75	137,42	64,94	123,86	34,42	83,02	93,6	266013	183,91	146,68	70,45	59,73	49,81	109,73
2017.03.02	2381,92	848,91	849,85	136,76	64,01	123,63	34,51	83,3	92,14	263600	182,99	147,95	70,76	58,71	49,98	110,11
2017.03.03	2383,12	849,88	849,08	137,17	64,25	123,79	34,52	82,46	92,8	263160	182,18	147,81	70,03	58,89	50,09	110,56
2017.03.06	2375,31	846,61	847,27	137,42	64,27	123,71	34,35	82,83	91,92	262800	180,93	147,13	69,88	58,61	50,03	109,63
2017.03.07	2368,39	846,02	851,15	137,3	64,4	123,83	33,99	82,52	91,41	262860	182,02	146,02	69,87	58,3	49,44	109,32
2017.03.08	2362,98	850,5	853,64	137,72	64,99	124,1	33,91	81,03	91,21	262350	181,74	146,92	69,8	58,21	49,16	109,3
2017.03.09	2364,87	853	857,84	138,24	64,73	125,95	34,05	81,67	91,57	262866	180,57	146,62	69,86	58,7	49,28	109,02
2017.03.10	2372,6	852,46	861,405	138,79	64,93	126,21	34,11	81,61	91,28	262491	178,7	146,85	70,1	58,85	49,35	109,59
2017.03.13	2373,47	854,59	864,58	139,6	64,71	126,68	34,11	81,42	91,36	262990	179,05	147,43	69,95	58,7	49,47	109,41
2017.03.14	2365,45	852,53	865,91	139,32	64,41	127,05	34,22	80,99	91,51	261900	178,73	147,16	70,72	58,76	49,36	109,34
2017.03.15	2385,26	852,97	868,39	139,72	64,75	128,96	34,63	82	91,73	261787	178,71	147,95	70,58	58,71	50,14	111,11
2017.03.16	2381,38	853,42	870	139,99	64,64	128,46	34,43	82,07	91,64	260919	178,19	148,73	70,44	59,32	50,04	111,14
2017.03.17	2378,25	852,31	872,37	139,84	64,87	128,06	34,32	82	90,68	258952	180,1	149,6	69,89	58,67	50,39	111,39
2017.03.20	2373,47	856,97	867,91	139,94	64,93	128,07	34,38	82	90,03	258000	179,39	147,8	69,98	57,63	50,24	111,15
2017.03.21	2344,02	843,2	850,14	138,51	64,21	127,25	34,25	81,83	87,39	253651	175,96	146,61	69,9	55,85	50,16	111,77
2017.03.22	2348,45	848,06	849,8	139,59	65,03	126,26	34,47	81,76	87,53	253880	176,98	147,36	70,25	55,33	49,71	112,02
2017.03.23	2345,96	847,38	839,65	139,53	64,87	125,9	34,29	81,86	87,39	254702,02	177,26	147,99	69,86	55,25	49,64	111,78
2017.03.24	2343,98	845,61	835,14	140,34	64,98	125,48	34	81,23	87,29	252301	175,82	147,71	69,61	55,83	49,68	112,12
2017.03.27	2341,59	846,82	838,51	140,32	65,1	125,8	34,18	81,25	87,24	250881	176,1	146,87	69,66	55,39	49,14	111,83
2017.03.28	2358,57	856	840,63	141,76	65,29	125,66	34,16	81,84	88,6	252520	177,36	147,2	70,32	55,96	49,3	112,45
2017.03.29	2361,13	874,32	849,87	142,65	65,47	124,92	34,33	82,02	88,27	249761	177,63	147,04	70,74	55,67	49,13	112,43
2017.03.30	2368,06	876,34	849,48	142,41	65,71	124,66	34,35	83,7	89,03	251800	177,98	146,95	71,59	56,24	49,06	112,18
2017.03.31	2362,72	886,54	847,8	142,05	65,86	124,55	34,21	82,01	87,84	249850	176,86	146,83	72,08	55,66	48,75	111,86
2017.04.03	2358,84	891,51	856,75	142,28	65,55	124,69	34,24	82,07	87,52	250600	176,65	146,62	71,83	55,49	49,18	111,86
2017.04.04	2360,16	906,83	852,57	141,73	65,73	124,68	34,34	82,37	87,31	250550	178,7	146,34	72,01	55,2	49,31	112,08
2017.04.05	2352,95	909,28	848,91	141,85	65,56	124,8	34,19	82,53	86,19	248900,02	177,08	146,64	71,65	54,98	49,02	111,94
2017.04.06	2357,49	898,28	845,095	141,17	65,73	125,05	34,11	83,01	86,48	250290	177,37	147,24	71,43	55,37	48,43	111,58
2017.04.07	2355,54	894,88	842,1	140,78	65,68	124,92	34,1	82,76	86,18	249465	178,85	147,13	72,9	54,84	48,66	111,61
2017.04.10	2357,16	907,04	841,7	141,04	65,53	124,34	34,04	83,13	85,88	250399	177,56	148,21	73,06	54,54	48,54	112,02
2017.04.11	2353,78	902,36	839,88	139,92	65,48	124,22	33,93	82,84	85,73	248601	178,57	148,2	73,43	54,16	48,7	111,73
2017.04.12	2344,93	896,23	841,46	139,58	65,23	125,4	33,92	82,97	85,4	247930	176,05	146,54	73,44	53,12	48,92	113,61
2017.04.13	2328,95	884,67	840,18	139,39	64,95	124,99	33,88	81,69	84,4	245000	175,62	145,91	73,15	51,35	48,62	112,68
2017.04.14	2328,95	884,67	840,18	139,39	64,95	124,99	33,88	81,69	84,4	245000	175,62	145,91	73,15	51,35	48,62	112,68
2017.04.17	2349,01	901,99	855,13	141,42	65,48	125,72	34	81,58	85,86	246700	179,02	147,31	73,49	52,72	48,81	113,32
2017.04.18	2342,19	903,78	853,99	140,96	65,39	121,82	33,84	81,05	85,16	245750	177,85	147,76	73,89	52,45	49,22	114,28
2017.04.19	2338,17	899,2	856,51	142,27	65,04	121,37	33,61	80,49	84,46	244047	178,4	147,22	74,07	52,15	48,94	113,62
2017.04.20	2355,84	902,06	860,08	143,8	65,5	121,87	33,74	81,01	85,55	247200,05	179,3	148,72	74,8	53,5	48,41	113,59
2017.04.21	2348,69	898,53	858,95	143,68	66,4	121,76	33,64	80,69	84,52	245550	180,38	150	74,94	53	47,25	113,43
2017.04.24	2374,15	907,41	878,93	145,47	67,53	122,89	33,74	81,11	87,5	248850	182,06	151,89	74,78	53,65	47,05	114,32
2017.04.25	2388,61	907,62	888,84	146,49	67,92	123,43	33,76	81,73	88,26	251231	183,51	153,03	75,05	54,56	46,7	114,16
2017.04.26	2387,45	909,29	889,14	146,56	67,83	123,51	33,85	81,4	88,43	251351	181,71	154,22	75,43	54,54	47,36	113,33
2017.04.27	2388,77	918,38	891,44	147,7	68,27	123,74	33,86	81,26	87,61	249950	183,22	156,12	75,44	54,44	46,67	112,64
2017.04.28	2384,2	924,99	924,52	150,25	68,46	123,47	33,92	81,65	87	247780	184,83	156,1	75,18	53,84	45,91	113,28
2017.05.01	2388,33	948,23	932,82	152,46	69,41	123,34	33,78	82,06	87,06	248270	182,39	154,21	75,23	54,46	45,88	112,28
2017.05.02	2391,17	946,94	937,09	152,78	69,3	123,7	33,61	82,05	86,5	249010	183,44	154,95	75,52	54,54	45,91	112,29
2017.05.03	2388,13	941,03	948,45	151,8	69,08	123,33	33,47	82,7	87	250000	183,39	155	75,76	54,85	46,15	111,79
2017.05.04	2389,52	937,53	954,72	150,85	68,81	123,95	33,45	81,64	87,1	249540	183,07	154,86	76,34	55,18	45,88	112,96
2017.05.05	2399,29	934,15	950,28	150,24	69	123,51	33,48	82,02	87	250000	185,01	155,73	76,5	55,11	46,69	113,22
2017.05.08	2399,38	949,04	958,69	151,06	68,94	123,25	33,45	82,89	87,1	247160	186,02	156,89	76,12	55,04	46,63	113,22
2017.05.09	2396,92	952,82	956,71	150,48	69,04	123,21	33,38	82,31	86,75	246000	186,91	157,68	76,72	54,68	46,42	112,72
2017.05.10	2399,63	948,95	954,84	150,29	69,31	122,81	33,03	81,91	87,43	245849,95	183,18	158,13	76,7	54,72	46,38	112,84
2017.05.11	2394,44	947,62	955,89	150,04	68,46	123,2	33,04	82,61	87,16	245240	183,94	156,2	76,13	53,74	46,02	113,04
2017.05.12	2390,9	961,35	955,14	150,33	68,38	123,64	33,01	82,55	86,92	245220	183,25	156,92	75,71	53,02	45,84	112,91
2017.05.15	2402,32	957,97	959,22	150,19	68,43	126,99	33,12	82,8	87,34	245800	182,39	157,33	76,29	53,32	45,38	113,94
2017.05.16	2400,67	966,07	964,61	149,78	69,41	127,77	32,6	82,55	87,61	245701	182,7	158,26	75,11	53,26	45,31	113,79
2017.05.17	2357,03	944,76	942,17	144,85	67,48	126,67	32,23	81,99	84,27	243110	178,78	156,09	75,12	52,24	44,48	113,74
2017.05.18	2365,72	958,49	950,5	147,66	67,71	126,97	32,22	81,75	83,96	242510	177,4	155,7	77,54	52,38	45,04	114,03
2017.05.19	2381,73	959,84	954,65	148,06	67,69	127	32,46	81,93	84,78	244910	180,76	156,3	78,77	53,06	45,42	113,69
2017.05.22	2394,02	970,67	964,07	148,24	68,45	127,26	32,12	82,29	84,7	247820	183,67	155,96	78,55	53,01	45,48	114,7
2017.05.23	2398,42	971,54	970,55	148,07	68,68	127,52	32,14	82,58	85,76	248121	183,49	154,83	78,49	53,39	45,48	115,05
2017.05.24	2404,39	980,35	977,61	150,04	68,77	127,51	32,05	82,29	85,71	247478,9	185,25	155	78,15	53,09	45,04	116,06
2017.05.25	2415,07	993,38	991,86	151,96	69,62	127,53	32,16	81,75	85,35	247850	187,07	156,46	78,31	52,78	45,31	117,53
2017.05.26	2415,82	995,78	993,27	152,13	69,96	126,92	32,14	81,55	85,36	248540	186,59	154,9	78,13	52,41	45,32	117,91
2017.05.29	2415,82	995,78	993,27	152,13	69,96	126,92	32,14	81,55	85,36	248540	186,59	154,9	78,13	52,41	45,32	117,91
2017.05.30	2412,91	996,7	996,17	152,38	70,41	127,11	32,13	81,1	83,9	248101	186,88	153,88	78,15	52,16	46,2	118,01
2017.05.31	2411,8	994,62	987,09	151,46	69,84	128,25	32,65	80,5	82,15	248440	187,63	153,51	78,6	51,14	46,64	116,87
2017.06.01	2430,06	995,95	988,29	151,53	70,1	128,78	32,71	80,7	83,06	250000	187,32	155,15	79,81	52,08	46,51	117,23
2017.06.02	2439,07	1006,73	996,12	153,61	71,76	130,08	32,54	79,5	82,64	249660	190,23	155,35	79,62	51,81	46,44	117,67
2017.06.05	2436,1	1011,34	1003,88	153,63	72,28	130,36	32,35	80,12	82,79	250000	188,95	154,79	80,26	51,72	46,37	117,88
2017.06.06	2429,33	1003	996,68	152,81	72,52	130,83	32,07	81,21	82,96	249300	186,75	154,2	78,93	51,81	46,44	117,7
2017.06.07	2433,14	1010,07	1001,59	153,12	72,39	130,75	32	80,91	83,91	249621	188,1	154,96	79,15	52,09	46,5	117,05
2017.06.08	2433,79	1010,27	1004,28	154,71	71,95	130,55	31,75	80,62	84,95	250305	189,93	153,5	78,93	52,56	46,19	115,89
